Superhero Name,Superhero Biography Name,Superhero Place Of Birth,Superhero First Appearance,Superhero Gender,Superhero Eye Color,Superhero Race,Superhero Hair Color,Superhero Height (Ft),Superhero Height (Cm),Superhero Weight (Lb),Superhero Weight (Kg),Superhero Publisher,Superhero Work Occupation,Superhero Work Base,Superhero Skin Color,Superhero Alignment,Superhero Intelligence,Superhero Strength,Superhero Speed,Superhero Durability,Superhero Power,Superhero Combat,Superhero Agility,Superhero Accelerated Healing,Superhero Lantern Power Ring,Superhero Dimensional Awareness,Superhero Cold Resistance,Superhero Durability.1,Superhero Stealth,Superhero Energy Absorption,Superhero Flight,Superhero Danger Sense,Superhero Underwater Breathing,Superhero Marksmanship,Superhero Weapons Master,Superhero Power Augmentation,Superhero Animal Attributes,Superhero Longevity,Superhero Intelligence.1,Superhero Super Strength,Superhero Cryokinesis,Superhero Telepathy,Superhero Energy Armor,Superhero Energy Blasts,Superhero Duplication,Superhero Size Changing,Superhero Density Control,Superhero Stamina,Superhero Astral Travel,Superhero Audio Control,Superhero Dexterity,Superhero Omnitrix,Superhero Super Speed,Superhero Possession,Superhero Animal Oriented Powers,Superhero Weapon-Based Powers,Superhero Electrokinesis,Superhero Darkforce Manipulation,Superhero Death Touch,Superhero Teleportation,Superhero Enhanced Senses,Superhero Telekinesis,Superhero Energy Beams,Superhero Magic,Superhero Hyperkinesis,Superhero Jump,Superhero Clairvoyance,Superhero Dimensional Travel,Superhero Power Sense,Superhero Shapeshifting,Superhero Peak Human Condition,Superhero Immortality,Superhero Camouflage,Superhero Element Control,Superhero Phasing,Superhero Astral Projection,Superhero Electrical Transport,Superhero Fire Control,Superhero Projection,Superhero Summoning,Superhero Enhanced Memory,Superhero Reflexes,Superhero Invulnerability,Superhero Energy Constructs,Superhero Force Fields,Superhero Self-Sustenance,Superhero Anti-Gravity,Superhero Empathy,Superhero Power Nullifier,Superhero Radiation Control,Superhero Psionic Powers,Superhero Elasticity,Superhero Substance Secretion,Superhero Elemental Transmogrification,Superhero Technopath/Cyberpath,Superhero Photographic Reflexes,Superhero Seismic Power,Superhero Animation,Superhero Precognition,Superhero Mind Control,Superhero Fire Resistance,Superhero Power Absorption,Superhero Enhanced Hearing,Superhero Nova Force,Superhero Insanity,Superhero Hypnokinesis,Superhero Animal Control,Superhero Natural Armor,Superhero Intangibility,Superhero Enhanced Sight,Superhero Molecular Manipulation,Superhero Heat Generation,Superhero Adaptation,Superhero Gliding,Superhero Power Suit,Superhero Mind Blast,Superhero Probability Manipulation,Superhero Gravity Control,Superhero Regeneration,Superhero Light Control,Superhero Echolocation,Superhero Levitation,Superhero Toxin And Disease Control,Superhero Banish,Superhero Energy Manipulation,Superhero Heat Resistance,Superhero Natural Weapons,Superhero Time Travel,Superhero Enhanced Smell,Superhero Illusions,Superhero Thirstokinesis,Superhero Hair Manipulation,Superhero Illumination,Superhero Omnipotent,Superhero Cloaking,Superhero Changing Armor,Superhero Power Cosmic,Superhero Biokinesis,Superhero Water Control,Superhero Radiation Immunity,Superhero Vision - Telescopic,Superhero Toxin And Disease Resistance,Superhero Spatial Awareness,Superhero Energy Resistance,Superhero Telepathy Resistance,Superhero Molecular Combustion,Superhero Omnilingualism,Superhero Portal Creation,Superhero Magnetism,Superhero Mind Control Resistance,Superhero Plant Control,Superhero Sonar,Superhero Sonic Scream,Superhero Time Manipulation,Superhero Enhanced Touch,Superhero Magic Resistance,Superhero Invisibility,Superhero Sub-Mariner,Superhero Radiation Absorption,Superhero Intuitive Aptitude,Superhero Vision - Microscopic,Superhero Melting,Superhero Wind Control,Superhero Super Breath,Superhero Wallcrawling,Superhero Vision - Night,Superhero Vision - Infrared,Superhero Grim Reaping,Superhero Matter Absorption,Superhero The Force,Superhero Resurrection,Superhero Terrakinesis,Superhero Vision - Heat,Superhero Vitakinesis,Superhero Radar Sense,Superhero Qwardian Power Ring,Superhero Weather Control,Superhero Vision - X-Ray,Superhero Vision - Thermal,Superhero Web Creation,Superhero Reality Warping,Superhero Odin Force,Superhero Symbiote Costume,Superhero Speed Force,Superhero Phoenix Force,Superhero Molecular Dissipation,Superhero Vision - Cryo,Superhero Omnipresent,Superhero Omniscient,Superhero First Appearance Date,Id Track of Most Popular Song On Day of First Appearance,Name of Most Popular Song On Day of First Appearance,Popularity of Most Popular Song On Day of First Appearance,Duration Ms of Most Popular Song On Day of First Appearance,Explicit of Most Popular Song On Day of First Appearance,Artists of Most Popular Song On Day of First Appearance,Id Artists of Most Popular Song On Day of First Appearance,Release Date of Most Popular Song On Day of First Appearance,Release Year of Most Popular Song On Day of First Appearance,Danceability of Most Popular Song On Day of First Appearance,Energy of Most Popular Song On Day of First Appearance,Key of Most Popular Song On Day of First Appearance,Loudness of Most Popular Song On Day of First Appearance,Mode of Most Popular Song On Day of First Appearance,Speechiness of Most Popular Song On Day of First Appearance,Acousticness of Most Popular Song On Day of First Appearance,Instrumentalness of Most Popular Song On Day of First Appearance,Liveness of Most Popular Song On Day of First Appearance,Valence of Most Popular Song On Day of First Appearance,Tempo of Most Popular Song On Day of First Appearance,Time Signature of Most Popular Song On Day of First Appearance
Alan Scott,Alan Ladd Wellington Scott,Gotham City,All-American Comics 16 (1940),Male,blue,-,Blond,5.905511811023622,180.0,201.0,90.0,DC Comics,-,-,-,good,63.0,80.0,23.0,90.0,100.0,32.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1940-07-31,,,,,,,,,,,,,,,,,,,,,
Amazo,-,-,"Brave and the Bold #30 (July, 1960)",Male,red,Android,-,8.431758530183727,257.0,385.0,173.0,DC Comics,-,-,-,bad,85.0,100.0,85.0,100.0,100.0,100.0,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1960-07-01,5Z7bkW3dsu8jLdv3dEGxly,Nice 'n' Easy - Remastered,56.0,165760.0,0.0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],1960-07-01,,0.536,0.148,0.0,-14.903,1.0,0.031,0.772,0.0,0.101,0.509,109.295,4.0
Ammo,-,-,"Daredevil #252 (March, 1988)",Male,brown,Human,Black,6.167979002624672,188.0,225.0,101.0,Marvel Comics,"Gang leader , criminal , former soldier",New York City,-,bad,35.0,45.0,35.0,35.0,25.0,70.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001-02-28,6HAcngnAkOIgpfU0jGsXri,Cha Cha Linda,44.0,180840.0,0.0,['Hermanos Martinez Gil'],['28L8txPUafzgMa9HllGtlv'],2001-02-28,2001.0,0.728,0.358,2.0,-5.556,0.0,0.0462,0.77,1.41e-06,0.334,0.665,112.873,4.0
Angel,Warren Kenneth Worthington III,"Centerport, Long Island, New York",X-Men #54-56 (1969),Male,blue,-,Blond,,,,,Marvel Comics,"Adventurer, chairman & principal stockholder of Worthington Industries, former terrorist",-,-,good,90.0,30.0,60.0,90.0,100.0,75.0,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1939-10-31,,,,,,,,,,,,,,,,,,,,,
Angel Dust,Christina,-,Morlocks #1,Female,yellow,Mutant,Black,5.413385826771654,165.0,126.0,57.0,Marvel Comics,-,"Chicago, Illinois",-,good,75.0,55.0,25.0,45.0,20.0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2002-06-01,65H6t1WQBim6q93yM8fEwn,Obsesion,75.0,254720.0,0.0,"['Aventura', 'Judy Santos']","['1qto4hHid1P71emI6Fd8xi', '1seU2dut8PjGSZbgrPl7by']",2002-06-01,2002.0,0.804,0.56,1.0,-6.912,0.0,0.0397,0.416,0.0,0.0608,0.768,133.682,4.0
Angel Salvadore,Angel Salvadore Bohusk,-,"New X-Men #118 (November, 2001)",Female,brown,-,Black,5.347769028871391,163.0,121.0,54.0,Marvel Comics,-,-,-,good,75.0,10.0,30.0,30.0,60.0,60.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001-11-01,18qnAiJIZRemeBljaZtokk,Tengo Ganas,53.0,154880.0,0.0,['Andrés Cepeda'],['49Z1AvGeUaBSanPaOmplK6'],2001-11-01,2001.0,0.745,0.471,1.0,-7.518,0.0,0.0608,0.539,0.0,0.138,0.545,99.105,4.0
Animal Man,Bernhard Baker,-,"Strange Adventures #180 (September, 1965)",Male,blue,Human,Blond,6.003937007874016,183.0,185.0,83.0,DC Comics,-,"San Diego, California",-,good,80.0,50.0,50.0,85.0,75.0,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1947-03-01,,,,,,,,,,,,,,,,,,,,,
Annihilus,Annihilus,"Planet of Arthros, Sector 17A, Negative Zone",Fantastic Four Annual #6 (1968),Male,green,-,No Hair,5.905511811023622,180.0,200.0,90.0,Marvel Comics,"Conqueror, scavenger",-,-,bad,90.0,80.0,50.0,60.0,60.0,65.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1968-11-01,4dBI72rgkmG0gTzswyBTzz,Sweet Thing - 1999 Remaster,62.0,265547.0,0.0,['Van Morrison'],['44NX2ffIYHr6D4n7RaZF7A'],1968-11-01,1968.0,0.518,0.385,4.0,-14.636,1.0,0.0339,0.23,0.000226,0.124,0.712,86.604,3.0
Ant-Man,Henry Jonathan Pym,"Elmsford, New York","Tales to Astonish #27 (January, 1962) (as Hank Pym)  Tales to Astonish #35 (September, 1962) (as Ant-Man)",Male,blue,Human,Blond,6.92257217847769,211.0,270.0,122.0,Marvel Comics,"Adventurer, Biochemist, former manager of Avengers Compound","Avengers Compound, Los Angeles; formerly Infinite Avengers Mansion; Captive aboard a Skrull ship; Avengers Mansion, New York City, New York",-,good,100.0,20.0,25.0,30.0,35.0,35.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1962-01-31,,,,,,,,,,,,,,,,,,,,,
Ant-Man II,Scott Lang,"Coral Gables, Florida","Avengers Vol 1 #181 (March, 1979)",Male,blue,Human,Blond,6.003937007874016,183.0,190.0,86.0,Marvel Comics,"Electronics Technician,","South Beach, Miami, Florida; formerly Farmingdale, Long Island, New York",-,good,90.0,20.0,20.0,40.0,55.0,30.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1979-03-31,7p37jbu5FjiHlkXV4wEQei,Deja Vu (I've Been Here Before),48.0,456800.0,0.0,['Teena Marie'],['61UT1Zj9dFgPAjZfwnsqsb'],1979-03-31,1979.0,0.377,0.459,0.0,-12.214,1.0,0.0632,0.649,0.0,0.387,0.302,151.779,4.0
Anti-Monitor,-,Moon of Qward,Crisis on Infinite Earths #4,Male,yellow,God / Eternal,No Hair,200.13123359580047,6100.0,,,DC Comics,-,"Qward, Antimatter Universe",-,bad,95.0,100.0,50.0,100.0,100.0,90.0,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1985-04-01,0I0dpKz41CFw9G9yRT2Dik,Nellie the Elephant - 1984 Version,39.0,180000.0,0.0,['Toy Dolls'],['747P2pvOwW22iRcFS9zQDv'],1985-04-01,1985.0,0.562,0.584,0.0,-8.239,1.0,0.325,0.273,3.06e-05,0.694,0.277,76.725,4.0
Anti-Venom,Edward Charles Allan Brock,"San Francisco, California",Amazing Spider-Man #569 (as Anti-Venom),Male,blue,Symbiote,Blond,7.513123359580052,229.0,795.0,358.0,Marvel Comics,Vigilante; former journalist for the Daily Globe,"New York, New York",-,-,90.0,60.0,65.0,90.0,100.0,85.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1962-08-31,,,,,,,,,,,,,,,,,,,,,
Apocalypse,En Sabah Nur,"Akkaba, Egypt","X-Factor #5 (June, 1986)",Male,red,Mutant,Black,6.988188976377953,213.0,300.0,135.0,Marvel Comics,Student; formerly Conqueror; Scientist,"Celestial Ship, mobile",grey,bad,100.0,100.0,35.0,100.0,100.0,60.0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1986-06-01,7cwtDwkH0PHHQmfbkZM8Ox,Es Por Amor,55.0,313840.0,0.0,['GIT'],['21o0KNjooi1XjygW6V70NM'],1986-06-01,1986.0,0.839,0.448,5.0,-15.116,1.0,0.0389,0.0087,0.019,0.0606,0.919,131.698,4.0
Aquababy,"Arthur Curry, Jr.",-,"Aquaman #23 (October, 1965)",Male,blue,-,Blond,,,,,DC Comics,-,Atlantis,-,good,60.0,20.0,15.0,15.0,40.0,15.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1965-10-01,5xRP5iyVdGglqlY4Vcjhkx,Sinnerman,64.0,622000.0,0.0,['Nina Simone'],['7G1GBhoKtEPnP86X2PvEYO'],1965-10-01,1965.0,0.436,0.543,11.0,-13.351,0.0,0.0962,0.654,9.35e-06,0.0937,0.663,148.282,4.0
Aqualad,Garth,"Poseidonis, Atlantis","Adventure Comics #269 (February, 1960)",Male,blue,Atlantean,Black,5.83989501312336,178.0,235.0,106.0,DC Comics,"Adventurer; Magician, former Sidekick",Atlantis,-,good,85.0,45.0,45.0,75.0,90.0,60.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1960-02-29,78kfNNgqKksRDd9Qr6usSX,Gettin' Together [Original Take],9.0,416867.0,0.0,['Art Pepper'],['3GpMtIOC5ZLvMBMI7IxPvA'],1960-02-29,1960.0,0.657,0.101,3.0,-19.688,1.0,0.0489,0.628,1.93e-05,0.121,0.44,125.561,4.0
Aquaman,Orin,Atlantis,"More Fun Comics #73 (November, 1941)",Male,blue,Atlantean,Blond,6.069553805774278,185.0,325.0,146.0,DC Comics,"Protector of the Seas and Oceans, King of Poseidonis","Atlantean Royal Palace; Poseidonis, Atlantis",-,good,95.0,85.0,80.0,80.0,100.0,80.0,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1941-11-30,,,,,,,,,,,,,,,,,,,,,
Arachne,Julia Carpenter,"Los Angeles, California",Marvel Super Heroes Secret Wars #6,Female,blue,Human,Blond,5.741469816272966,175.0,140.0,63.0,Marvel Comics,"Adventurer, fugitive, former government agent","Mobile; formerly Denver, Colorado; formerly Avengers Compound, Los Angeles, California",-,good,80.0,50.0,50.0,70.0,75.0,70.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1951-03-31,,,,,,,,,,,,,,,,,,,,,
Archangel,Warren Kenneth Worthington III,"Centerport, Long Island, New York","X-Men #1 (September, 1963)",Male,blue,Mutant,Blond,6.003937007874016,183.0,150.0,68.0,Marvel Comics,"Adventurer, Chairman & principal stockholder of Worthington Industries, Multi-Millionaire, Heir, former terrorist",-,blue,good,85.0,15.0,60.0,65.0,35.0,45.0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1965-11-01,1udKn1oNKYQSQ9OmiIWCMu,Do You Believe in Magic?,69.0,125827.0,0.0,"[""The Lovin' Spoonful""]",['7CCn4PFRRRZF127jtCBAUe'],1965-11-01,1965.0,0.553,0.738,0.0,-7.963,1.0,0.0457,0.213,0.0,0.339,0.759,138.602,4.0
Arclight,Philippa Sontag,Vietnam,"(In shadow) Uncanny X-Men #210 (1986), (fully) X-Factor #10 (1986)",Female,violet,-,Purple,5.675853018372703,173.0,126.0,57.0,Marvel Comics,Terrorist,-,-,bad,75.0,65.0,25.0,45.0,55.0,70.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1986-10-01,58lTbZKr7XkkR4zEpoLhYH,I Knew You Were Waiting (For Me),48.0,241920.0,0.0,"['George Michael', 'Aretha Franklin']","['19ra5tSw0tWufvUp8GotLo', '7nwUJBm0HE4ZxD3f5cy5ok']",1986-10-01,1986.0,0.727,0.68,4.0,-11.297,1.0,0.0445,0.274,0.0,0.31,0.683,107.775,4.0
